env,id,block,total.yield,vine.maturity,spec.grav,fry.color,stand.count
Hancock16,MSV434-04,3,76.9,3,1.056715242,62.9,13
Hancock16,MSV498-1,1,44,5,1.061447811,59.7,15
Hancock16,MSV498-1,2,66.6,4,1.067878028,63.2,15
Hancock16,MSV507-001,3,67.4,5,1.078667612,58.7,15
Hancock16,MSV507-003,3,54.7,4,1.080851064,58.3,15
Hancock16,MSV507-007,3,80.6,5,1.070303712,58.6,15
Hancock16,MSV507-073,3,74.1,4,1.076646199,60.7,15
Hancock16,MSV507-198,3,82.3,5,1.071050962,67.1,15
Hancock16,MSW075-2,1,80.8,5,1.062318517,62.2,15
Hancock16,MSW075-2,2,77.4,6,1.090217942,63.8,15
Hancock16,MSW324-1,3,81.9,6,1.071087895,59,13
Hancock16,MSW394-1,3,77.8,7,1.071661947,59.3,15
Hancock16,MSZ020-08,3,54.3,4,1.068582725,64.7,15
Hancock16,MSZ022-07,3,65,5,1.068374165,46.9,15
Hancock16,MSZ022-19,3,75.2,7,1.060300473,61.3,14
Hancock16,MSZ045-09,3,77.9,9,1.059464817,64.9,15
Hancock16,MSZ052-11,3,61.9,6,1.062553556,59.8,15
Hancock16,MSZ052-31,3,82.5,5,1.064756909,62.4,15
Hancock16,MSZ062-10,3,54.4,5,1.079685746,64.3,15
Hancock16,MSZ096-03,3,58.4,6,1.073384447,58.6,15
Hancock16,MSZ101-06,3,60.8,7,1.068954354,55.6,15
Hancock16,MSZ101-07,3,74.9,6,1.071029199,63.8,14
Hancock16,MSZ118-08,3,68.8,6,1.070994764,60.4,15
Hancock16,MSZ219-1,1,75.6,6,1.074818653,58.9,15
Hancock16,MSZ219-1,2,75.2,6,1.075640504,59,15
Hancock16,MSZ219-13,3,65.9,6,1.062802799,54,15
Hancock16,MSZ219-14,1,76.6,6,1.073740622,56.1,15
Hancock16,MSZ219-14,2,89.6,6,1.069793621,58.4,14
Hancock16,MSZ222-19,1,73.7,5,1.076612903,NA,15
Hancock16,MSZ222-19,2,82.9,5,1.074827246,56.5,15
Hancock16,MSZ242-09,3,78,4,1.077590285,62.9,15
Hancock16,MSZ242-13,3,56.8,5,1.073922372,60.1,15
Hancock16,NC252-49,1,74.2,5,1.086734694,58,15
Hancock16,NC252-49,2,81,7,1.081752396,51.9,15
Hancock16,NC280-89,1,76.5,3,1.06514043,52.1,15
Hancock16,NC280-89,2,74.6,4,1.066324148,59.6,15
Hancock16,NC371-3,1,54.7,3,1.070941337,57.7,15
Hancock16,NC371-3,2,59.9,6,1.067836812,59.8,15
Hancock16,NC470-3,3,89.6,7,1.077812829,64.1,15
Hancock16,NC472-1,3,108.5,8,1.074738755,56.1,15
Hancock16,NC473-2,3,85.8,8,1.058793192,59.9,15
Hancock16,NCB3146-1,3,77.5,3,1.068832349,58.4,15
Hancock16,NCB3165-3,3,45,1,1.073428749,56.6,15
Hancock16,NCB3171-4,3,86.3,5,1.069549621,61.8,15
Hancock16,NCB3171-7,3,54.6,4,1.068288694,57.1,15
Hancock16,ND102642C-2,3,85.4,4,1.061347384,62.3,10
Hancock16,ND102858CB-2,3,67.7,2,1.064673811,61.6,15
Hancock16,ND102921C-3,3,82.6,3,1.071735687,60,15
Hancock16,ND113278-3,3,60.8,2,1.070329242,63,15
Hancock16,ND113307C-3,3,88.9,4,1.071119357,62,15
Hancock16,ND113394CAB-7,3,62.6,4,1.067936508,49,15
Hancock16,ND4100C-19,3,54.7,4,1.067314208,48.3,15
Hancock16,ND5255-59,3,53.3,1,1.06449606,51.7,15
Hancock16,NDA081453CAB-2C,1,51.8,5,1.06984127,43.8,15
Hancock16,NDA081453CAB-2C,2,48.1,5,1.066524438,50.3,15
Hancock16,NDAF113470C-3,3,72.1,2,1.065070729,53,15
Hancock16,NDTX102852CB-3Ru,3,58.4,2,1.05859662,61.2,14
Hancock16,NDTX102852CB-4Ru,3,35.1,3,1.059483726,63.4,14
Hancock16,NDTX113030C-10W,3,49.2,1,1.060939794,55.7,15
Hancock16,NDTX113030C-3W,3,56.6,5,1.072607261,55.5,15
Hancock16,NDTX113037C-3W,3,90.3,5,1.069071374,45.5,15
Hancock16,Nicolet,1,67.8,6,1.066786284,NA,15
Hancock16,Nicolet,2,62.8,6,1.066165123,60,15
Hancock16,NY154,1,83.3,6,1.068332683,65.8,15
Hancock16,NY154,2,105.8,5,1.070063694,61.5,14
Hancock16,NY162,1,68.8,4,1.069348969,57.8,15
Hancock16,NY162,2,70.9,4,1.072523585,65.3,15
Hancock16,NY163,1,83.6,3,1.075962274,65.1,15
Hancock16,NY163,2,43.7,4,1.071972488,63.7,15
Hancock16,NY165,3,89,5,NA,62.7,15
Hancock16,NYK27-3,1,103.3,5,1.076232327,67.6,14
Hancock16,NYK27-3,2,87.9,5,1.071484682,63.2,15
Hancock16,NYL17-3,1,73.5,2,1.073500199,66.7,15
Hancock16,NYL17-3,2,87.3,2,1.079854809,62.5,13
Hancock16,NYL2-12,1,68.1,1,1.076143276,64.3,15
Hancock16,NYL2-12,2,62.4,3,1.07411019,65.7,15
Hancock16,NYL8-12,1,78.9,5,1.077870656,61.8,15
Hancock16,NYL8-12,2,91.5,5,1.071413786,61.6,14
Hancock16,NYM7-4,3,77,5,1.068148148,57,15
Hancock16,NYM7-6,3,62.4,6,1.071003207,63,15
Hancock16,OR12479-5,3,85,6,1.064126745,49.2,15
Hancock16,OR9256-2,1,59.5,3,1.069934944,62.3,15
Hancock16,OR9256-2,2,69.1,5,1.073988439,61.9,15
Hancock16,Pike,1,52,5,1.074870912,59.3,13
Hancock16,Pike,2,70.4,5,1.075147027,64.3,11
Hancock16,Pike,3,71.2,4,1.075705731,57.1,13
Hancock16,Pike,3,67.2,5,1.079073101,60.1,14
Hancock16,Pinnacle,1,99.9,5,1.079020979,63.1,14
Hancock16,Pinnacle,2,93.7,5,1.076337693,62.2,12
Hancock16,Snowden,1,85.8,5,1.069018112,60.4,14
Hancock16,Snowden,2,85.3,6,1.073245952,59.1,15
Hancock16,Snowden,3,85,6,1.071806945,60.9,15
Hancock16,Snowden,3,86.2,5,1.073629821,60.5,15
Hancock16,Snowden,3,91.1,5,1.074958124,65.5,15
Hancock16,W10129-4,1,36.5,3,1.068312906,63.1,15
Hancock16,W10129-4,2,41.1,3,1.068431246,65.1,15
Hancock16,W10659-16,1,55.8,4,1.070213694,64.8,15
Hancock16,W10659-16,2,59,4,1.072782741,61.4,15
Hancock16,W10659-8,1,39.9,5,1.069105691,63.4,13
Hancock16,W10659-8,2,46,3,1.066738428,59.5,14
Hancock16,W12074-28,1,54.8,5,1.060728745,56.4,15
Hancock16,W12074-28,2,61,4,1.062823062,52.6,14
Hancock16,W12074-29,1,83.7,4,1.083613647,61.9,14
Hancock16,W12074-29,2,72.9,4,1.065974941,60,15
Hancock16,W12075-1,1,54,1,1.071686312,61.7,13
Hancock16,W12075-1,2,57,1,1.072022161,68.9,14
Hancock16,W12078-21,1,41.7,4,1.063425829,63.2,14
Hancock16,W12078-21,2,62.8,4,1.070127857,61,13
Hancock16,W12078-76,1,54.3,4,1.075885668,61.3,15
Hancock16,W12078-76,2,69.1,4,1.07839963,60.9,14
Hancock16,W12078-77,1,72.4,3,1.0765625,62.1,11
Hancock16,W12078-77,2,70.2,5,1.077324066,60.7,13
Hancock16,W12078-80,1,77.3,5,1.080915407,63.6,14
Hancock16,W12078-80,2,71.2,5,1.076832845,65.7,14
Hancock16,W12079-25,1,51.4,4,1.071755358,64.4,15
Hancock16,W12079-25,2,78.1,4,1.075321223,59.6,12
Hancock16,W12082-5,1,63.9,4,1.070001977,61.1,12
Hancock16,W12082-5,2,66.3,4,1.068451075,61.2,12
Hancock16,W12NYN25-1,1,73.9,2,1.064906709,65.1,13
Hancock16,W12NYN25-1,2,72,2,1.064303094,63.4,14
Hancock16,W12NYN25-2,1,49.6,5,1.077164121,65.6,15
Hancock16,W12NYN25-2,2,59.5,4,1.076779026,65.9,15
Hancock16,W12NYN39-2,1,77.7,4,1.069528416,54.9,12
Hancock16,W12NYN39-2,2,76.1,5,1.070011148,59.2,13
Hancock16,W12NYN40-3,1,81.8,4,1.070541994,65.3,13
Hancock16,W12NYN40-3,2,73.1,4,1.078965758,60.3,14
Hancock16,W13057-1,3,85.1,4,1.082185886,64.5,15
Hancock16,W13057-13,3,61.9,4,1.061080796,63.9,15
Hancock16,W13057-15,3,66.9,6,NA,62.3,14
Hancock16,W13057-18,3,72.9,1,1.069640914,65.2,15
Hancock16,W13057-2,3,70.7,4,1.080948313,57.1,12
Hancock16,W13057-3,3,77.8,2,1.082040341,62.2,15
Hancock16,W13057-6,3,72.9,3,1.076890844,63.2,15
Hancock16,W13057-7,3,58.2,2,1.071220648,60.8,13
Hancock16,W13057-8,3,71.3,5,1.071009772,67.4,15
Hancock16,W13058-11,3,74.7,5,1.063412958,60.5,14
Hancock16,W13058-17,3,61,1,1.068773946,63.4,15
Hancock16,W13058-18,3,54.2,4,1.07127233,59,14
Hancock16,W13058-19,3,57.5,3,1.080452546,61.3,15
Hancock16,W13058-2,3,61.3,5,1.065043817,62.9,15
Hancock16,W13058-20,3,65.5,1,1.066947368,44.2,14
Hancock16,W13058-21,3,58.1,4,1.066748067,NA,15
Hancock16,W13058-4,3,70.6,5,1.071486928,59.6,15
Hancock16,W13058-6,3,60.1,1,1.06558657,63.7,15
Hancock16,W13060-1,3,55.1,2,1.067405063,63.7,13
Hancock16,W13062-6,3,65.1,5,1.068,56.7,15
Hancock16,W13062-7,3,49.7,1,1.073261589,62.9,15
Hancock16,W13062-8,3,64.5,5,1.071199011,58.7,14
Hancock16,W13063-2,3,83.6,4,1.074478649,61.2,15
Hancock16,W13063-5,3,46.6,4,1.064938099,62.3,15
Hancock16,W13065-14,3,53.2,1,1.061273052,61.7,15
Hancock16,W13065-16,3,45.2,3,1.059308404,43.9,15
Hancock16,W13065-22,3,62.7,4,1.061478202,52.1,15
Hancock16,W13065-3,3,37,1,1.065536723,52.3,15
Hancock16,W13065-4,3,48.9,6,1.062302985,62.9,15
Hancock16,W13065-5,3,55.7,5,1.064716312,55.6,15
Hancock16,W13066-4,3,48.7,4,1.07067953,61.2,15
Hancock16,W13068-10,3,52.5,2,1.070546368,64.6,15
Hancock16,W13068-3,3,75.9,4,1.069767442,61.4,15
Hancock16,W13068-4,3,59.2,5,1.065453826,63.1,15
Hancock16,W13069-5,3,59.9,4,1.07054735,62.2,15
Hancock16,W13070-10,3,60.4,5,1.069128205,59.3,12
Hancock16,W13070-11,3,62.6,3,1.073496659,62.6,15
Hancock16,W13070-14,3,46.2,2,1.06469435,60.6,15
Hancock16,W13070-21,3,93,6,1.073790823,58.2,13
Hancock16,W13070-5,3,58.9,2,1.06733956,61.3,14
Hancock16,W13070-6,3,35.1,2,1.055356432,54.8,13
Hancock16,W13070-9,3,75.9,4,1.061453449,61.5,15
Hancock16,W13071-3,3,69.1,1,1.072727273,57.2,14
Hancock16,W13071-4,3,57.6,1,1.067255874,65,15
Hancock16,W13071-5,3,84.1,5,1.070579762,62.3,13
Hancock16,W13071-8,3,54.6,2,1.069852941,63.6,15
Hancock16,W13074-3,3,70.2,1,1.070508316,57.2,15
Hancock16,W13078-2,3,58,4,1.074385511,62.1,15
Hancock16,W13078-5,3,61.8,4,1.0739522,66.7,14
Hancock16,W13079-2,3,58.1,2,1.072487263,63.1,15
Hancock16,W13080-2,3,67.8,5,1.064969697,57.4,15
Hancock16,W13082-2,3,38.6,1,1.080136819,64.1,15
Hancock16,W13083-3,3,81.6,6,1.068522871,66.4,13
Hancock16,W13086-1,3,62.3,3,1.066276089,64,15
Hancock16,W13091-8,3,73,5,1.066105339,64.2,14
Hancock16,W13093-1,3,50.4,4,1.082206255,63.7,13
Hancock16,W13095-3,3,56.6,4,1.066063803,63.4,15
Hancock16,W13095-4,3,54.1,2,1.070458209,65.6,15
Hancock16,W13096-1,3,39,4,1.066063348,59.7,11
Hancock16,W13NYP101-3,3,57.3,1,1.069160998,63.9,15
Hancock16,W13NYP102-7,3,64.2,6,1.078953014,62.3,15
Hancock16,W13NYP102-8,3,72.8,6,1.07044741,67.9,15
Hancock16,W13NYP106-1,3,51,6,1.073772644,58.2,15
Hancock16,W13NYP106-2,3,65.5,1,1.070786517,56.6,15
Hancock16,W13NYP106-5,3,55.8,4,1.06505267,52.1,15
Hancock16,W13NYP111-1,3,61.2,7,1.07010978,65.4,15
Hancock16,W13NYP111-4,3,75.8,4,1.073248408,61.4,15
Hancock16,W13NYP111-5,3,49.8,6,NA,58.9,15
Hancock16,W13NYP112-1,3,80.6,4,1.068172965,60.2,15
Hancock16,W13NYP114-5,3,83.7,5,1.059633971,57.5,15
Hancock16,W13NYP117-2,3,72.5,4,1.068432203,66,14
Hancock16,W13NYP12-2,3,80.5,5,1.078866073,63.9,15
Hancock16,W13NYP18-1,3,57.2,3,1.080130826,61.5,15
Hancock16,W13NYP19-10,3,75.7,5,1.069910147,61.8,14
Hancock16,W13NYP19-2,3,99.9,3,1.076408035,63.9,14
Hancock16,W13NYP19-3,3,66.1,2,1.067764257,NA,15
Hancock16,W13NYP21-1,3,60.6,4,1.073364008,67.6,15
Hancock16,W6822-3,1,58.8,1,1.078557203,61.7,15
Hancock16,W6822-3,2,56.2,4,1.07450807,60.8,14
Hancock16,W8822-1,1,74.7,5,1.07666527,60.9,13
Hancock16,W8822-1,2,70.5,4,1.074098077,58.5,14
Hancock16,W9891-1,1,58.5,7,1.070479705,60,15
Hancock16,W9891-1,2,55.9,4,1.070349386,59.4,13
Hancock16,W9905-3,1,59.4,5,1.06741573,63.9,15
Hancock16,W9905-3,2,57.1,5,1.070784788,63.7,15
Hancock16,W9968-5,1,68.7,6,1.079047218,62.8,15
Hancock16,W9968-5,2,69.8,5,1.080057038,59.3,15
Hancock16,WAF12065-8,3,65.9,6,1.06757043,62.9,15
Hancock16,WTX10666-8W,3,50.4,2,NA,60.9,15
Hancock17,AF5429-3,4,47,5,1.077,63.8,15
Hancock17,AF5429-3,5,61.5,3,1.078,63.7,13
Hancock17,AF5484-3,4,57.7,6,1.079,61,15
Hancock17,AF5484-3,5,77.8,5,1.086,66.2,13
Hancock17,AF5563-2,4,57.3,5,1.075,67.2,14
Hancock17,AF5563-2,5,42.3,3,1.074,65.2,14
Hancock17,AF5563-5,4,41.8,4,1.069,67.1,14
Hancock17,AF5583-3,4,45.2,4,1.081,63.8,15
Hancock17,AF5583-3,5,41.5,5,1.085,65,15
Hancock17,AF5648-3,4,45,5,1.087,73.1,15
Hancock17,AF5648-3,5,54.1,4,1.077,62.7,13
Hancock17,AF5682-5,4,43,1,1.072,67.6,13
Hancock17,AF5682-5,5,47.2,2,1.075,67.4,14
Hancock17,AF5801-1,5,77.3,6,1.086,64.5,13
Hancock17,AF5819-6,4,65.8,5,1.078,64.1,15
Hancock17,AF5825-3,5,57.3,4,1.094,65,14
Hancock17,AF5846-3,4,51.1,1,1.064,62.2,15
Hancock17,AF5846-4,5,64.9,4,1.062,64.1,14
Hancock17,AFC5687-2W,5,43.4,6,1.074,68.6,15
Hancock17,AOR09034-3,4,61.1,2,1.077,63.2,15
Hancock17,AOR09034-3,5,79,3,1.079,64.3,13
Hancock17,AOR11470-1,4,56.6,6,1.101,61.4,12
Hancock17,AOR11470-1,5,62.3,8,1.107,69.6,14
Hancock17,AOR11484-2,4,68,1,1.078,67.4,12
Hancock17,AOR11484-2,5,62.1,1,1.078,65.7,15
Hancock17,AOR11488-1,4,36.4,1,1.079,60.5,15
Hancock17,AOR11488-1,5,50,3,1.082,59,14
Hancock17,AORTX09032-3W,4,44.7,7,1.092,68.3,15
Hancock17,AORTX09032-3W,5,41.5,6,1.09,65.6,15
Hancock17,AORTX09033-11W,4,33.1,2,1.082,62.8,13
Hancock17,AORTX09033-4W,4,50.2,4,1.082,60.4,15
Hancock17,AORTX09033-4W,5,62,5,1.085,63.5,14
Hancock17,AORTX09037-1W,4,43.7,3,1.077,64.9,15
Hancock17,AORTX09037-1W,5,40.8,3,1.077,63.4,15
Hancock17,AORTX09037-4W/Y,4,66.2,4,1.084,63.5,15
Hancock17,AORTX09037-4W/Y,5,71.5,4,1.074,66.4,13
Hancock17,AORTX09037-5W/Y,5,53.7,1,1.075,63.1,14
Hancock17,AORTX09144-2W,4,50.7,5,1.083,62,14
Hancock17,AORTX10247-1W/Y,4,56,5,1.084,65.2,12
Hancock17,AORTX10247-1W/Y,5,44,4,1.083,62.9,14
Hancock17,Atlantic,1,70.9,6,1.072,59.5,13
Hancock17,Atlantic,2,59.5,6,1.081,61.5,13
Hancock17,Atlantic,3,62.6,3,1.071,63.3,14
Hancock17,Atlantic,4,50.1,3,1.079,62.1,15
Hancock17,Atlantic,5,56,4,1.083,NA,15
Hancock17,B2869-29,4,73.5,3,1.091,61.8,12
Hancock17,B2869-29,5,49.4,4,1.09,64.4,15
Hancock17,B2904-2,4,70.3,3,1.069,64.6,13
Hancock17,B2904-2,5,55.9,2,1.072,64.1,14
Hancock17,B3174-4,4,42,1,1.078,65.7,15
Hancock17,B3176-1,5,56.6,5,1.086,62.4,15
Hancock17,B3176-2,4,55.1,6,1.081,61.5,14
Hancock17,B3181-7,5,41.3,1,1.078,68.2,14
Hancock17,B3182-1,4,43.2,2,1.082,63,15
Hancock17,B3183-6,5,71.8,3,1.08,61.7,12
Hancock17,B3194-1,4,50.1,3,1.083,66.6,14
Hancock17,B3223-5,5,44.6,1,1.077,61.7,14
Hancock17,BNC311-4,4,59.3,1,1.077,61.4,15
Hancock17,BNC311-4,5,60.1,2,1.071,64.3,15
Hancock17,BNC537-5,4,59.9,1,1.08,58,14
Hancock17,BNC541-5,5,29.1,1,1.086,63.1,15
Hancock17,BNC544-2,4,NA,1,1.085,67.2,9
Hancock17,BNC549-1,5,35.4,1,1.084,64.2,14
Hancock17,CO10073-7W,4,43.4,2,1.074,64.9,15
Hancock17,CO10073-7W,5,46.2,2,1.074,64.9,13
Hancock17,CO10076-4W,4,60.4,4,1.068,64.7,15
Hancock17,CO10076-4W,5,51.1,4,1.07,65.4,13
Hancock17,CO11023-2W,4,44.9,4,1.079,67.4,15
Hancock17,CO11023-9W,5,43,5,1.073,58.1,15
Hancock17,CO11037-5W,4,46.6,3,1.076,65.3,14
Hancock17,CO11048-8W,5,55.2,5,1.07,66.8,15
Hancock17,CO11074-1W,4,35.6,3,1.071,65.1,15
Hancock17,CO11087-1W,5,44,5,1.077,66.4,14
Hancock17,COTX12235-2W,5,36,3,1.063,68.8,14
Hancock17,COTX12428-1W,4,NA,4,1.086,62.9,7
Hancock17,Hodag,1,77,5,1.081,63.6,10
Hancock17,Hodag,2,NA,6,1.077,61.6,5
Hancock17,Hodag,3,72.9,5,1.079,64.3,13
Hancock17,Lamoka,1,63.3,3,1.073,67.5,12
Hancock17,Lamoka,2,59.2,4,1.076,63.1,14
Hancock17,Lamoka,3,47.8,3,1.077,65.9,14
Hancock17,Lamoka,4,48.8,4,1.082,64.7,14
Hancock17,Lamoka,5,60.3,6,1.08,61.4,12
Hancock17,MSAFB610-4,4,65.4,6,1.083,60,15
Hancock17,MSAFB611-5,5,43.3,4,1.092,70.1,14
Hancock17,MSAFB614-4,4,53.5,6,1.079,63.2,14
Hancock17,MSAFB614-6,5,71.9,6,1.081,66.7,12
Hancock17,MSAFB618-2,4,44.9,5,1.094,67.1,14
Hancock17,MSAFB618-3,5,71.9,6,1.086,70.4,11
Hancock17,MSAFB626-2,4,75,6,1.076,62.9,15
Hancock17,MSAFB626-5,5,54,4,1.073,57.8,15
Hancock17,MSAFB626-8,4,52.6,6,1.072,62.5,15
Hancock17,MSAFB635-3,5,49.5,4,1.079,63.1,15
Hancock17,MST437-1,5,38.6,6,1.088,66.7,15
Hancock17,MSV016-2,4,41.8,4,1.082,61.7,13
Hancock17,MSV177-1,4,47,2,1.077,64.5,15
Hancock17,MSV380-1,5,42.3,5,1.079,63.8,14
Hancock17,MSV505-2,4,26,1,1.079,64.1,15
Hancock17,MSV507-001,4,58.8,5,1.089,65.4,13
Hancock17,MSV507-003,5,54.4,4,1.088,64.3,13
Hancock17,MSV507-012,4,45.1,5,1.08,61,15
Hancock17,MSV507-073,5,56.1,6,1.088,67.4,14
Hancock17,MSV507-128,5,50.1,5,1.072,64.3,13
Hancock17,MSW004-1,4,57.6,7,1.085,63.8,13
Hancock17,MSW294-1,5,57.4,5,1.08,61.2,13
Hancock17,MSW324-1,4,57.1,6,1.081,63.6,14
Hancock17,MSW474-1,5,59.6,4,1.079,69.9,13
Hancock17,MSW501-2,4,50.8,4,1.078,65.7,14
Hancock17,MSX042-3,5,32.2,3,1.084,67,15
Hancock17,MSX111-3,4,57.8,6,1.091,67,15
Hancock17,MSX225-2,5,60.3,6,1.083,67.9,15
Hancock17,MSX277-1,4,46.3,3,1.083,67.3,15
Hancock17,MSX345-6Y,5,53.3,6,1.085,59.9,13
Hancock17,MSX526-1,4,64.4,3,1.077,62.9,13
Hancock17,MSX542-2,5,44.4,4,1.077,68.2,15
Hancock17,MSY022-2,4,61.7,5,1.082,67.3,15
Hancock17,MSY041-1,5,56.6,4,1.078,64.3,15
Hancock17,MSY156-2,4,58.6,6,1.08,67.2,15
Hancock17,MSZ013-3,5,51.8,1,1.072,64.8,15
Hancock17,MSZ022-16,4,54.6,5,1.08,67.6,15
Hancock17,MSZ042-7,5,61.3,5,1.09,61.4,13
Hancock17,MSZ052-02,4,55,3,1.076,65.2,15
Hancock17,MSZ052-02,5,67.2,4,1.078,66.9,14
Hancock17,MSZ052-11,4,59.6,6,1.071,62.1,14
Hancock17,MSZ052-11,5,71.3,6,1.07,61.1,15
Hancock17,MSZ063-2,4,56.2,5,1.088,67,15
Hancock17,MSZ118-1,5,50.9,4,1.082,62.6,15
Hancock17,MSZ118-8,4,45.6,5,1.079,61.9,15
Hancock17,MSZ154-1,5,67.7,5,1.079,65.3,12
Hancock17,MSZ157-3,4,37.8,1,1.069,64.4,14
Hancock17,MSZ159-3,5,56.2,2,1.086,65.7,13
Hancock17,MSZ194-2,4,49.4,5,1.078,65.3,15
Hancock17,MSZ242-07,4,64.5,6,1.088,64.3,13
Hancock17,MSZ242-07,5,44.4,6,1.086,62.7,15
Hancock17,MSZ242-09,5,54.9,5,1.09,62.3,15
Hancock17,MSZ242-13,4,37.4,4,1.091,64.4,14
Hancock17,MSZ242-13,5,49.7,5,1.089,66.3,14
Hancock17,MSZ246-1,4,47.2,3,1.085,63.3,14
Hancock17,MSZ251-1,4,42.5,3,1.083,67.4,13
Hancock17,MSZ251-1,5,52.5,2,1.082,66.4,13
Hancock17,MSZ269-18,5,44.5,3,1.078,65,15
Hancock17,MSZ424-13,4,38.4,4,1.093,65.8,14
Hancock17,NC470-3,4,72.1,8,1.078,59.4,15
Hancock17,NC470-3,5,74.3,8,1.087,59.8,14
Hancock17,NC472-1,4,81.6,6,1.076,64.1,15
Hancock17,NC472-1,5,79.3,5,1.077,66.2,14
Hancock17,NC473-2,4,69.2,7,1.067,65.7,15
Hancock17,NC473-2,5,66.7,5,1.068,67.7,15
Hancock17,NCB3171-7,4,45.4,5,1.079,62.3,15
Hancock17,NCB3171-7,5,61.9,4,1.078,63.7,15
Hancock17,ND0102642C-2,5,51.4,3,1.074,69.5,14
Hancock17,ND0102642C-2,5,61.2,3,1.078,66.9,12
Hancock17,ND092018C-2,5,44.5,2,1.085,65.8,14
Hancock17,ND113278-3,5,54.8,2,1.073,66.8,14
Hancock17,ND113278-3,5,50.7,2,1.075,59.7,14
Hancock17,ND113386Ab-5,5,52,3,1.076,61.6,14
Hancock17,ND113509C-2,5,47.5,1,1.079,66.2,15
Hancock17,ND12180ABC-8,5,52.8,3,1.08,66.3,15
Hancock17,ND12209C-3,5,62.5,5,1.082,69.1,12
Hancock17,ND124C-1,5,56.1,3,1.083,66.6,15
Hancock17,NDAF113470C-3,4,50.8,3,1.076,63.6,15
Hancock17,NDAF113470C-3,5,64.4,3,1.076,66.3,15
Hancock17,NDAF113490C-6,4,50.5,2,1.081,64.9,15
Hancock17,NDAF113491C-6,5,51.5,5,1.081,61.5,15
Hancock17,NDAF12139C-2,4,55,3,1.079,61.2,15
Hancock17,NDTX113030C-3W,4,46.9,2,1.083,63.8,14
Hancock17,NDTX113030C-3W,5,54.5,2,1.081,62.1,12
Hancock17,NDTX113467CB-1W,5,55.8,3,1.093,66.4,15
Hancock17,NDTX12203AB-1W,4,51.1,2,1.077,64.2,15
Hancock17,NDTX1244-3W/Y,5,82.1,6,1.082,55.7,13
Hancock17,NDTX1246-3W/Y,4,61,2,1.084,62.5,13
Hancock17,NY163,4,58,3,1.088,66,15
Hancock17,NY163,5,65.9,4,1.085,65.2,13
Hancock17,NY165,4,56.1,5,1.074,63.4,14
Hancock17,NY165,5,74.4,3,1.077,61.4,13
Hancock17,NY168,5,50.5,4,1.087,68,15
Hancock17,NYL8-12,4,56.2,4,1.078,65.5,15
Hancock17,NYL8-12,5,62.1,5,1.081,56.6,14
Hancock17,NYM15-3,5,46.1,2,1.089,66,15
Hancock17,NYM18-2,4,56.5,4,1.086,64.2,14
Hancock17,NYM7-4,4,61.6,6,1.081,65,14
Hancock17,NYM7-4,5,63.2,5,1.081,68.8,15
Hancock17,NYN11-4,4,58.6,5,1.082,64.4,14
Hancock17,NYN24-2,5,62.2,5,1.09,66.7,14
Hancock17,NYN25-1,4,48.3,4,1.076,67,14
Hancock17,NYN44-7,4,46.1,4,1.078,68.4,10
Hancock17,NYN52-5,5,57.2,5,1.081,67,14
Hancock17,NYN6-2,5,83.2,6,1.083,64.7,14
Hancock17,Petoskey,5,42.5,5,1.084,65.2,14
Hancock17,Snowden,1,69.1,5,1.073,66.2,14
Hancock17,Snowden,2,58.9,5,1.076,63.3,14
Hancock17,Snowden,3,68.4,4,1.076,68.5,13
Hancock17,Snowden,4,63,3,1.079,63.9,14
Hancock17,Snowden,5,58.5,3,1.075,67.4,14
Hancock17,TX13563-1W,5,34.6,1,1.078,64.5,15
Hancock17,W10659-16,4,50.3,2,1.07,66,14
Hancock17,W10659-16,5,46.8,5,1.077,63.1,12
Hancock17,W12078-76,5,59.4,5,1.09,64.3,15
Hancock17,W12078-77,4,42.9,3,1.086,64.3,12
Hancock17,W12082-5,5,38,3,1.081,60.9,14
Hancock17,W12NYN25-1,4,56.4,4,1.077,67.1,14
Hancock17,W12NYN39-2,5,57,4,1.078,62.6,13
Hancock17,W12NYN40-3,4,51.4,4,1.08,59.8,15
Hancock17,W13057-2,2,66.4,3,1.089,63.3,12
Hancock17,W13057-3,2,52.5,3,1.087,66.8,13
Hancock17,W13058-19,3,59.1,2,1.086,66.2,12
Hancock17,W13058-2,1,43,1,1.074,61.7,13
Hancock17,W13058-21,3,47.9,2,1.074,62.9,13
Hancock17,W13058-4,3,62.2,2,1.085,66.7,12
Hancock17,W13058-6,1,40.4,1,1.078,63.8,15
Hancock17,W13069-5,2,59.3,4,1.081,65.5,12
Hancock17,W13070-10,1,73,5,1.073,65.8,10
Hancock17,W13070-21,1,73.4,3,1.082,61.6,13
Hancock17,W13071-3,2,58,1,1.075,64.1,10
Hancock17,W13071-4,3,50.6,1,1.077,64.9,13
Hancock17,W13078-5,2,58.5,2,1.088,66.5,14
Hancock17,W13080-2,1,64.4,6,1.057,56.7,10
Hancock17,W13083-3,1,NA,4,1.07,65.8,9
Hancock17,W13086-1,2,58.7,3,1.07,60.8,13
Hancock17,W13091-8,1,65.9,4,1.074,61.1,15
Hancock17,W13NYP102-7,2,62.1,7,1.091,63.2,15
Hancock17,W13NYP102-8,2,68.8,3,1.077,68.3,10
Hancock17,W13NYP106-2,3,59.4,4,1.074,61.1,11
Hancock17,W13NYP117-2,1,73.8,4,1.073,64.2,15
Hancock17,W13NYP12-2,3,53.7,4,1.087,63.2,13
